"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","song","album.x","song.title","song.id","artist","album.y","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","Date","Chart","Artist","Date2","album2","album.date"
"359",3,5,2,6,4,6,2,5,7,5,"Family Tree","Youthanasia","Family Tree - Remastered 2004","7FriPHzt3ALYFQhJdca1UL","Megadeth","Youthanasia",0.548,0.794,3,-5.004,0,0.036,0.000217,0.00197,0.0955,0.371,123.887,"audio_features","7FriPHzt3ALYFQhJdca1UL","spotify:track:7FriPHzt3ALYFQhJdca1UL","https://api.spotify.com/v1/tracks/7FriPHzt3ALYFQhJdca1UL","https://api.spotify.com/v1/audio-analysis/7FriPHzt3ALYFQhJdca1UL",251733,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"360",2,1,1,1,1,3,1,2,4,5,"Youthanasia","Youthanasia","Youthanasia - Remastered 2004","491FFHeud9a0KXZ66QunVn","Megadeth","Youthanasia",0.495,0.836,8,-4.813,1,0.0458,0.000161,0.000164,0.259,0.534,134.173,"audio_features","491FFHeud9a0KXZ66QunVn","spotify:track:491FFHeud9a0KXZ66QunVn","https://api.spotify.com/v1/tracks/491FFHeud9a0KXZ66QunVn","https://api.spotify.com/v1/audio-analysis/491FFHeud9a0KXZ66QunVn",247907,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"361",0,1,0,1,0,1,0,1,1,4,"I Thought I Knew It All","Youthanasia","I Thought I Knew It All - Remastered 2004","2GKvYk3zl0011ZhbuhdnYv","Megadeth","Youthanasia",0.277,0.879,1,-5.595,0,0.0496,1.69e-05,0.00137,0.116,0.564,200.991,"audio_features","2GKvYk3zl0011ZhbuhdnYv","spotify:track:2GKvYk3zl0011ZhbuhdnYv","https://api.spotify.com/v1/tracks/2GKvYk3zl0011ZhbuhdnYv","https://api.spotify.com/v1/audio-analysis/2GKvYk3zl0011ZhbuhdnYv",222293,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"362",4,10,4,9,3,8,7,6,14,7,"Black Curtains","Youthanasia","Black Curtains - Remastered 2004","5lOV1OnHMswQkdYsiWlQTo","Megadeth","Youthanasia",0.513,0.907,4,-4.408,1,0.0437,0.000213,0.000172,0.484,0.383,89.197,"audio_features","5lOV1OnHMswQkdYsiWlQTo","spotify:track:5lOV1OnHMswQkdYsiWlQTo","https://api.spotify.com/v1/tracks/5lOV1OnHMswQkdYsiWlQTo","https://api.spotify.com/v1/audio-analysis/5lOV1OnHMswQkdYsiWlQTo",217840,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"363",8,6,6,12,3,10,3,4,18,4,"Victory","Youthanasia","Victory - Remastered 2004","4kPF8KNfCkQQkL22YoOJir","Megadeth","Youthanasia",0.422,0.973,10,-4.185,0,0.169,0.000253,0,0.231,0.297,168.051,"audio_features","4kPF8KNfCkQQkL22YoOJir","spotify:track:4kPF8KNfCkQQkL22YoOJir","https://api.spotify.com/v1/tracks/4kPF8KNfCkQQkL22YoOJir","https://api.spotify.com/v1/audio-analysis/4kPF8KNfCkQQkL22YoOJir",269933,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"364",5,4,3,5,0,5,1,1,9,2,"Millennium Of The Blind","Youthanasia","Millennium Of The Blind","0Jr8JBSt4ipAy2bwGyPrw9","Megadeth","Thirteen",0.25,0.855,5,-4.143,1,0.0478,0.000543,0.00855,0.228,0.443,130.756,"audio_features","0Jr8JBSt4ipAy2bwGyPrw9","spotify:track:0Jr8JBSt4ipAy2bwGyPrw9","https://api.spotify.com/v1/tracks/0Jr8JBSt4ipAy2bwGyPrw9","https://api.spotify.com/v1/audio-analysis/0Jr8JBSt4ipAy2bwGyPrw9",255373,4,2011-11-01,11,"Megadeth",2011,"Thirteen","Thirteen 2011"
"365",1,2,1,5,3,6,1,2,8,3,"New World Order (Demo)","Youthanasia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",3,3,1,3,1,3,4,3,4,2,"Train Of Consequences","Youthanasia","Train Of Consequences - Remastered 2004","03Yv8adIIOsRACDHLUYS9l","Megadeth","Youthanasia",0.555,0.946,8,-3.922,1,0.158,0.000116,0.00119,0.0477,0.568,114.755,"audio_features","03Yv8adIIOsRACDHLUYS9l","spotify:track:03Yv8adIIOsRACDHLUYS9l","https://api.spotify.com/v1/tracks/03Yv8adIIOsRACDHLUYS9l","https://api.spotify.com/v1/audio-analysis/03Yv8adIIOsRACDHLUYS9l",211227,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"367",9,6,5,7,7,10,3,15,17,20,"Crown Of Worms","Train Of Consequences","Crown Of Worms - Remastered","4QDs1TlwodH0N0IzCP6prB","Megadeth","Countdown To Extinction",0.482,0.904,1,-7.691,1,0.0736,8.71e-06,0.766,0.0448,0.525,138.899,"audio_features","4QDs1TlwodH0N0IzCP6prB","spotify:track:4QDs1TlwodH0N0IzCP6prB","https://api.spotify.com/v1/tracks/4QDs1TlwodH0N0IzCP6prB","https://api.spotify.com/v1/audio-analysis/4QDs1TlwodH0N0IzCP6prB",197907,4,1992-07-14,2,"Megadeth",1992,"Countdown To Extinction","Countdown To Extinction 1992"
"368",4,10,4,9,3,8,7,6,14,7,"Black Curtains","Youthanasia","Black Curtains - Remastered 2004","5lOV1OnHMswQkdYsiWlQTo","Megadeth","Youthanasia",0.513,0.907,4,-4.408,1,0.0437,0.000213,0.000172,0.484,0.383,89.197,"audio_features","5lOV1OnHMswQkdYsiWlQTo","spotify:track:5lOV1OnHMswQkdYsiWlQTo","https://api.spotify.com/v1/tracks/5lOV1OnHMswQkdYsiWlQTo","https://api.spotify.com/v1/audio-analysis/5lOV1OnHMswQkdYsiWlQTo",217840,4,1994-10-31,4,"Megadeth",1994,"Youthanasia","Youthanasia 1994"
"369",2,3,2,2,2,2,1,5,7,4,"Trust","Cryptic Writings","Trust - Remastered 2004 / Remixed","5emb8RDOZtpXlw6D0eEQbz","Megadeth","Cryptic Writings",0.578,0.775,5,-5.388,1,0.0509,0.00365,0.102,0.196,0.306,132.038,"audio_features","5emb8RDOZtpXlw6D0eEQbz","spotify:track:5emb8RDOZtpXlw6D0eEQbz","https://api.spotify.com/v1/tracks/5emb8RDOZtpXlw6D0eEQbz","https://api.spotify.com/v1/audio-analysis/5emb8RDOZtpXlw6D0eEQbz",311533,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"370",2,4,2,1,4,2,1,6,2,9,"Almost Honest","Cryptic Writings","Almost Honest - Remastered 2004 / Remixed","2uw3kbepHeeeLTykdUeOtI","Megadeth","Cryptic Writings",0.523,0.94,9,-4.71,1,0.0895,0.000622,0.00043,0.332,0.591,134.113,"audio_features","2uw3kbepHeeeLTykdUeOtI","spotify:track:2uw3kbepHeeeLTykdUeOtI","https://api.spotify.com/v1/tracks/2uw3kbepHeeeLTykdUeOtI","https://api.spotify.com/v1/audio-analysis/2uw3kbepHeeeLTykdUeOtI",248560,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"371",3,2,2,5,2,7,1,3,11,3,"Use The Man","Cryptic Writings","Use The Man - Remastered 2004 / Remixed","5VANqRRzSEkEuAi4oO9yag","Megadeth","Cryptic Writings",0.207,0.863,0,-5.379,1,0.102,0.00498,1.95e-06,0.382,0.47,75.48,"audio_features","5VANqRRzSEkEuAi4oO9yag","spotify:track:5VANqRRzSEkEuAi4oO9yag","https://api.spotify.com/v1/tracks/5VANqRRzSEkEuAi4oO9yag","https://api.spotify.com/v1/audio-analysis/5VANqRRzSEkEuAi4oO9yag",243733,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"372",5,4,3,5,2,5,3,3,12,7,"Mastermind","Cryptic Writings","Mastermind - Remastered 2004 / Remixed","1w4x51wQ4sPrvET6ahUkhq","Megadeth","Cryptic Writings",0.324,0.931,4,-3.91,1,0.0995,0.00221,0.000984,0.207,0.507,96.942,"audio_features","1w4x51wQ4sPrvET6ahUkhq","spotify:track:1w4x51wQ4sPrvET6ahUkhq","https://api.spotify.com/v1/tracks/1w4x51wQ4sPrvET6ahUkhq","https://api.spotify.com/v1/audio-analysis/1w4x51wQ4sPrvET6ahUkhq",228067,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"373",6,2,1,5,1,5,1,3,7,3,"The Disintegrators","Cryptic Writings","The Disintegrators - Remastered 2004 / Remixed","3L9BonXjYpw92WL0N9sOQR","Megadeth","Cryptic Writings",0.461,0.976,2,-4.449,1,0.0721,1.93e-05,0.0682,0.775,0.526,148.075,"audio_features","3L9BonXjYpw92WL0N9sOQR","spotify:track:3L9BonXjYpw92WL0N9sOQR","https://api.spotify.com/v1/tracks/3L9BonXjYpw92WL0N9sOQR","https://api.spotify.com/v1/audio-analysis/3L9BonXjYpw92WL0N9sOQR",184507,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"374",5,2,3,5,2,6,1,2,8,4,"I'll Get Even","Cryptic Writings","I'll Get Even - Remastered 2004 / Remixed","7CIUiILz5HLnRv8c9NfZnb","Megadeth","Cryptic Writings",0.583,0.876,11,-4.965,0,0.0663,0.0161,0.00214,0.261,0.372,122.143,"audio_features","7CIUiILz5HLnRv8c9NfZnb","spotify:track:7CIUiILz5HLnRv8c9NfZnb","https://api.spotify.com/v1/tracks/7CIUiILz5HLnRv8c9NfZnb","https://api.spotify.com/v1/audio-analysis/7CIUiILz5HLnRv8c9NfZnb",259360,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"375",4,4,2,5,3,3,1,1,6,4,"Sin","Cryptic Writings","Sin - Remastered 2004 / Remixed","3Y9JyNydPA5XBsN0fsclWI","Megadeth","Cryptic Writings",0.596,0.936,9,-4.15,1,0.0452,0.000716,0.0165,0.466,0.715,126.339,"audio_features","3Y9JyNydPA5XBsN0fsclWI","spotify:track:3Y9JyNydPA5XBsN0fsclWI","https://api.spotify.com/v1/tracks/3Y9JyNydPA5XBsN0fsclWI","https://api.spotify.com/v1/audio-analysis/3Y9JyNydPA5XBsN0fsclWI",185973,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"376",2,1,2,1,1,2,1,5,4,3,"A Secret Place","Cryptic Writings","A Secret Place - Remastered 2004 / Remixed","3b1nPEPh9OGSngRUciEv6P","Megadeth","Cryptic Writings",0.504,0.917,7,-5.085,1,0.0496,0.000437,0.102,0.613,0.322,130.062,"audio_features","3b1nPEPh9OGSngRUciEv6P","spotify:track:3b1nPEPh9OGSngRUciEv6P","https://api.spotify.com/v1/tracks/3b1nPEPh9OGSngRUciEv6P","https://api.spotify.com/v1/audio-analysis/3b1nPEPh9OGSngRUciEv6P",324800,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"377",5,2,3,4,3,4,2,2,6,4,"Have Cool, Will Travel","Cryptic Writings","Have Cool, Will Travel - Remastered 2004 / Remixed","5lAXI4GRCeBJYAX821Q329","Megadeth","Cryptic Writings",0.256,0.936,11,-3.966,0,0.0943,0.000145,0.0403,0.361,0.253,200.569,"audio_features","5lAXI4GRCeBJYAX821Q329","spotify:track:5lAXI4GRCeBJYAX821Q329","https://api.spotify.com/v1/tracks/5lAXI4GRCeBJYAX821Q329","https://api.spotify.com/v1/audio-analysis/5lAXI4GRCeBJYAX821Q329",220200,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"378",6,3,4,11,2,4,2,2,15,2,"She-Wolf","Cryptic Writings","She-Wolf - Remastered 2004 / Remixed","5MhNgheI9IjDxQS5XQ3Ojo","Megadeth","Cryptic Writings",0.39,0.916,10,-4.748,1,0.0475,2.43e-05,0.000687,0.143,0.572,172.018,"audio_features","5MhNgheI9IjDxQS5XQ3Ojo","spotify:track:5MhNgheI9IjDxQS5XQ3Ojo","https://api.spotify.com/v1/tracks/5MhNgheI9IjDxQS5XQ3Ojo","https://api.spotify.com/v1/audio-analysis/5MhNgheI9IjDxQS5XQ3Ojo",217800,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"379",8,2,5,9,1,8,2,2,14,1,"Vortex","Cryptic Writings","Vortex - Remastered 2004 / Remixed","41FcDZslc0stEDriURJKaK","Megadeth","Cryptic Writings",0.51,0.964,6,-4.321,0,0.0756,4.04e-05,0.00806,0.798,0.429,92.541,"audio_features","41FcDZslc0stEDriURJKaK","spotify:track:41FcDZslc0stEDriURJKaK","https://api.spotify.com/v1/tracks/41FcDZslc0stEDriURJKaK","https://api.spotify.com/v1/audio-analysis/41FcDZslc0stEDriURJKaK",203093,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"380",4,0,3,7,3,6,2,5,11,5,"F.F.F","Cryptic Writings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2,1,1,0,1,2,1,4,5,4,"Trust (Spanish Version)","Cryptic Writings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",5,3,2,6,2,3,1,2,8,4,"Evil That's Within","Cryptic Writings","Evil That's Within - Remastered 2004 / Remixed","3MdMZjcivVhQ0E0HO6XtuR","Megadeth","Cryptic Writings",0.636,0.917,8,-6.446,1,0.032,7.43e-05,0.347,0.362,0.786,120.536,"audio_features","3MdMZjcivVhQ0E0HO6XtuR","spotify:track:3MdMZjcivVhQ0E0HO6XtuR","https://api.spotify.com/v1/tracks/3MdMZjcivVhQ0E0HO6XtuR","https://api.spotify.com/v1/audio-analysis/3MdMZjcivVhQ0E0HO6XtuR",202360,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"383",8,2,4,7,0,6,2,3,11,1,"Vortex (Alternate Version)","Cryptic Writings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",8,2,4,8,2,4,1,4,13,5,"Bullprick","Cryptic Writings","Bullprick - Remastered 2004 / Remixed","7cUtSE6sh8hxSSC18K22tB","Megadeth","Cryptic Writings",0.422,0.966,6,-5.909,1,0.118,1.08e-05,0.0843,0.345,0.638,177.704,"audio_features","7cUtSE6sh8hxSSC18K22tB","spotify:track:7cUtSE6sh8hxSSC18K22tB","https://api.spotify.com/v1/tracks/7cUtSE6sh8hxSSC18K22tB","https://api.spotify.com/v1/audio-analysis/7cUtSE6sh8hxSSC18K22tB",167227,4,1997-06-17,10,"Megadeth",1997,"Cryptic Writings","Cryptic Writings 1997"
"385",4,1,1,4,1,4,1,2,8,2,"Insomnia","Risk","Insomnia - Remastered","5WQbU5nmkUia3gQV4c9dF0","Megadeth","Risk",0.455,0.956,2,-4.638,1,0.0944,0.000536,0,0.421,0.242,145.999,"audio_features","5WQbU5nmkUia3gQV4c9dF0","spotify:track:5WQbU5nmkUia3gQV4c9dF0","https://api.spotify.com/v1/tracks/5WQbU5nmkUia3gQV4c9dF0","https://api.spotify.com/v1/audio-analysis/5WQbU5nmkUia3gQV4c9dF0",255960,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"386",20,5,18,18,10,17,9,8,30,13,"Prince Of Darkness","Risk","Prince Of Darkness - Remastered","61L6xSR4n5cADuMqpCUOse","Megadeth","Risk",0.496,0.875,3,-4.538,1,0.0885,0.000567,0.000149,0.221,0.209,124.064,"audio_features","61L6xSR4n5cADuMqpCUOse","spotify:track:61L6xSR4n5cADuMqpCUOse","https://api.spotify.com/v1/tracks/61L6xSR4n5cADuMqpCUOse","https://api.spotify.com/v1/audio-analysis/61L6xSR4n5cADuMqpCUOse",386933,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"387",0,0,0,0,0,0,0,0,0,0,"Enter The Arena","Risk","Enter The Arena - Remastered","2xTJtKEePrQp41GYoEyynG","Megadeth","Risk",0.508,0.648,0,-9.174,0,0.0431,0.0831,0.000122,0.79,0.204,118.175,"audio_features","2xTJtKEePrQp41GYoEyynG","spotify:track:2xTJtKEePrQp41GYoEyynG","https://api.spotify.com/v1/tracks/2xTJtKEePrQp41GYoEyynG","https://api.spotify.com/v1/audio-analysis/2xTJtKEePrQp41GYoEyynG",43800,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"388",7,4,5,7,3,4,3,4,12,9,"Crush 'Em","Risk","Crush 'Em - Remastered","6q1aLwkZm2f36t1yr9JMVn","Megadeth","Risk",0.553,0.832,5,-4.868,1,0.046,0.000882,0.000162,0.539,0.375,117.97,"audio_features","6q1aLwkZm2f36t1yr9JMVn","spotify:track:6q1aLwkZm2f36t1yr9JMVn","https://api.spotify.com/v1/tracks/6q1aLwkZm2f36t1yr9JMVn","https://api.spotify.com/v1/audio-analysis/6q1aLwkZm2f36t1yr9JMVn",294200,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"389",1,2,1,3,2,2,1,2,3,4,"Breadline","Risk","Breadline - Remastered","6J5TWMoBPQ8Gv0THp9HXWN","Megadeth","Risk",0.469,0.91,4,-4.495,1,0.0591,0.0585,0.000888,0.376,0.439,125.951,"audio_features","6J5TWMoBPQ8Gv0THp9HXWN","spotify:track:6J5TWMoBPQ8Gv0THp9HXWN","https://api.spotify.com/v1/tracks/6J5TWMoBPQ8Gv0THp9HXWN","https://api.spotify.com/v1/audio-analysis/6J5TWMoBPQ8Gv0THp9HXWN",272267,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"390",1,0,0,2,0,3,0,1,4,2,"The Doctor Is Calling","Risk","The Doctor Is Calling - Remastered","2u4BDaJnmZbRf9zZsYUvom","Megadeth","Risk",0.355,0.882,4,-4.164,0,0.0507,0.00357,0.00504,0.112,0.128,95.331,"audio_features","2u4BDaJnmZbRf9zZsYUvom","spotify:track:2u4BDaJnmZbRf9zZsYUvom","https://api.spotify.com/v1/tracks/2u4BDaJnmZbRf9zZsYUvom","https://api.spotify.com/v1/audio-analysis/2u4BDaJnmZbRf9zZsYUvom",344467,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"391",2,2,2,3,2,2,1,3,4,6,"I'll Be There","Risk","I'll Be There - Remastered","6k87sQ5shG4OKj3Q2D931q","Megadeth","Risk",0.38,0.919,2,-4.044,0,0.0593,0.000783,0.000114,0.34,0.0712,113.64,"audio_features","6k87sQ5shG4OKj3Q2D931q","spotify:track:6k87sQ5shG4OKj3Q2D931q","https://api.spotify.com/v1/tracks/6k87sQ5shG4OKj3Q2D931q","https://api.spotify.com/v1/audio-analysis/6k87sQ5shG4OKj3Q2D931q",313467,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"392",6,4,3,6,3,7,4,3,12,10,"Wanderlust","Risk","Wanderlust - Remastered 2004","1OTKf5MHH3ZRi8hnAIajAR","Megadeth","Risk",0.18,0.868,0,-5.538,0,0.0771,0.00165,0.123,0.287,0.312,84.531,"audio_features","1OTKf5MHH3ZRi8hnAIajAR","spotify:track:1OTKf5MHH3ZRi8hnAIajAR","https://api.spotify.com/v1/tracks/1OTKf5MHH3ZRi8hnAIajAR","https://api.spotify.com/v1/audio-analysis/1OTKf5MHH3ZRi8hnAIajAR",348440,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"393",4,3,5,4,4,7,4,4,9,6,"Ecstasy","Risk","Ecstasy - Remastered","406IuWxLFAY7OdkwHvlDm3","Megadeth","Risk",0.543,0.882,0,-5.796,1,0.0415,0.000339,0,0.402,0.395,127.983,"audio_features","406IuWxLFAY7OdkwHvlDm3","spotify:track:406IuWxLFAY7OdkwHvlDm3","https://api.spotify.com/v1/tracks/406IuWxLFAY7OdkwHvlDm3","https://api.spotify.com/v1/audio-analysis/406IuWxLFAY7OdkwHvlDm3",271067,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"394",7,2,7,5,1,5,2,0,12,6,"Seven","Risk","Seven - Remastered","6cddBdZNKyzRrJhbj3gs3r","Megadeth","Risk",0.212,0.942,9,-2.809,1,0.148,0.00399,0.00011,0.215,0.216,158.015,"audio_features","6cddBdZNKyzRrJhbj3gs3r","spotify:track:6cddBdZNKyzRrJhbj3gs3r","https://api.spotify.com/v1/tracks/6cddBdZNKyzRrJhbj3gs3r","https://api.spotify.com/v1/audio-analysis/6cddBdZNKyzRrJhbj3gs3r",286400,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"395",5,2,5,6,1,5,1,2,9,3,"Time: The Beginning","Risk","Time: The Beginning - Remastered","135c3pF1uP7wGdgoxARYZt","Megadeth","Risk",0.384,0.649,4,-6.719,0,0.0282,0.00291,2.31e-05,0.128,0.289,131.687,"audio_features","135c3pF1uP7wGdgoxARYZt","spotify:track:135c3pF1uP7wGdgoxARYZt","https://api.spotify.com/v1/tracks/135c3pF1uP7wGdgoxARYZt","https://api.spotify.com/v1/audio-analysis/135c3pF1uP7wGdgoxARYZt",190800,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"396",0,2,0,1,0,1,0,0,1,0,"Time: The End","Risk","Time: The End - Remastered","6rnIZO3rHguDdqWlMCDa8d","Megadeth","Risk",0.436,0.77,9,-4.488,1,0.108,0.000973,0.422,0.124,0.198,78.194,"audio_features","6rnIZO3rHguDdqWlMCDa8d","spotify:track:6rnIZO3rHguDdqWlMCDa8d","https://api.spotify.com/v1/tracks/6rnIZO3rHguDdqWlMCDa8d","https://api.spotify.com/v1/audio-analysis/6rnIZO3rHguDdqWlMCDa8d",161227,4,1999-08-31,16,"Megadeth",1999,"Risk","Risk 1999"
"397",2,2,0,5,3,6,2,5,7,7,"Disconnect","The World Needs A Hero","Disconnect","7JlRGrhF7XXIYSV4GSyDx4","Megadeth","The World Needs A Hero",0.562,0.899,4,-4.415,0,0.0395,0.000318,0.584,0.0663,0.429,129.328,"audio_features","7JlRGrhF7XXIYSV4GSyDx4","spotify:track:7JlRGrhF7XXIYSV4GSyDx4","https://api.spotify.com/v1/tracks/7JlRGrhF7XXIYSV4GSyDx4","https://api.spotify.com/v1/audio-analysis/7JlRGrhF7XXIYSV4GSyDx4",320345,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"398",3,4,1,4,3,1,1,6,7,8,"The World Needs A Hero","The World Needs A Hero","The World Needs a Hero","25mV0lXQ4mWeEh4PYonUtE","Megadeth","The World Needs A Hero",0.507,0.928,4,-4.464,0,0.0646,5.06e-06,0.58,0.049,0.253,107.424,"audio_features","25mV0lXQ4mWeEh4PYonUtE","spotify:track:25mV0lXQ4mWeEh4PYonUtE","https://api.spotify.com/v1/tracks/25mV0lXQ4mWeEh4PYonUtE","https://api.spotify.com/v1/audio-analysis/25mV0lXQ4mWeEh4PYonUtE",231748,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"399",6,5,5,4,2,3,3,3,12,4,"Moto Psycho","The World Needs A Hero","Moto Psycho","3Y1RpdfnVud1r7SMRiP7Su","Megadeth","The World Needs A Hero",0.536,0.951,0,-3.813,0,0.0805,4.06e-05,0.266,0.16,0.551,127.423,"audio_features","3Y1RpdfnVud1r7SMRiP7Su","spotify:track:3Y1RpdfnVud1r7SMRiP7Su","https://api.spotify.com/v1/tracks/3Y1RpdfnVud1r7SMRiP7Su","https://api.spotify.com/v1/audio-analysis/3Y1RpdfnVud1r7SMRiP7Su",186227,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"400",4,4,3,5,5,5,3,4,7,9,"1000 Times Goodbye","The World Needs A Hero","1000 Times Goodbye","2S62u9h7ea1zxstVQWFaA5","Megadeth","The World Needs A Hero",0.54,0.941,6,-3.097,0,0.0689,0.000207,0.515,0.141,0.412,157.268,"audio_features","2S62u9h7ea1zxstVQWFaA5","spotify:track:2S62u9h7ea1zxstVQWFaA5","https://api.spotify.com/v1/tracks/2S62u9h7ea1zxstVQWFaA5","https://api.spotify.com/v1/audio-analysis/2S62u9h7ea1zxstVQWFaA5",385822,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"401",4,3,2,2,2,1,2,3,5,6,"Burning Bridges","The World Needs A Hero","Burning Bridges","6psOTC94r9H9uz0iUhDXlP","Megadeth","The World Needs A Hero",0.255,0.942,0,-4.828,1,0.135,3.13e-05,0.322,0.11,0.34,163.839,"audio_features","6psOTC94r9H9uz0iUhDXlP","spotify:track:6psOTC94r9H9uz0iUhDXlP","https://api.spotify.com/v1/tracks/6psOTC94r9H9uz0iUhDXlP","https://api.spotify.com/v1/audio-analysis/6psOTC94r9H9uz0iUhDXlP",320272,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"402",7,3,3,7,2,5,1,3,13,3,"Promises","The World Needs A Hero","Promises","0kAocIIQ0FP9NIKASAjVH5","Megadeth","The World Needs A Hero",0.371,0.696,7,-5.516,0,0.0294,0.00236,3.12e-06,0.0857,0.209,75.723,"audio_features","0kAocIIQ0FP9NIKASAjVH5","spotify:track:0kAocIIQ0FP9NIKASAjVH5","https://api.spotify.com/v1/tracks/0kAocIIQ0FP9NIKASAjVH5","https://api.spotify.com/v1/audio-analysis/0kAocIIQ0FP9NIKASAjVH5",268707,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"403",8,4,5,10,2,10,1,3,15,7,"Recipe For Hate... Warhorse","The World Needs A Hero","Recipe for Hate... Warhorse","2bTJpp7G91KZ5P2DlPFojE","Megadeth","The World Needs A Hero",0.265,0.869,0,-4.238,1,0.0592,3.91e-05,0.465,0.117,0.492,162.609,"audio_features","2bTJpp7G91KZ5P2DlPFojE","spotify:track:2bTJpp7G91KZ5P2DlPFojE","https://api.spotify.com/v1/tracks/2bTJpp7G91KZ5P2DlPFojE","https://api.spotify.com/v1/audio-analysis/2bTJpp7G91KZ5P2DlPFojE",318807,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
"404",3,2,1,3,2,4,2,4,5,4,"Losing My Senses","The World Needs A Hero","Losing My Senses","4kXEmtEJD90IfgAy8RbXd8","Megadeth","The World Needs A Hero",0.322,0.873,9,-4.474,1,0.0539,8.44e-05,0.779,0.241,0.306,153.351,"audio_features","4kXEmtEJD90IfgAy8RbXd8","spotify:track:4kXEmtEJD90IfgAy8RbXd8","https://api.spotify.com/v1/tracks/4kXEmtEJD90IfgAy8RbXd8","https://api.spotify.com/v1/audio-analysis/4kXEmtEJD90IfgAy8RbXd8",280933,4,2001-05-15,16,"Megadeth",2001,"The World Needs A Hero","The World Needs A Hero 2001"
